Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,WHH,WHD,WHA
17/11/17,Stuttgart,Dortmund,H,4.2,3.89,1.8,4.2,4,1.75
18/11/17,Bayern Munich,Augsburg,H,1.16,8,15,1.14,8.5,15
18/11/17,Hertha,M'gladbach,A,2.89,3.25,2.5,2.9,3.2,2.5
18/11/17,Hoffenheim,Ein Frankfurt,D,2.2,3.39,3.39,2.25,3.3,3.2
18/11/17,Leverkusen,RB Leipzig,D,2.29,3.5,3,2.3,3.4,3
18/11/17,Mainz,FC Koln,H,2.04,3.39,3.79,2.05,3.4,3.6
18/11/17,Wolfsburg,Freiburg,H,1.61,3.75,6,1.62,3.8,5.5
19/11/17,Schalke 04,Hamburg,H,1.57,3.79,6.5,1.57,3.8,6
19/11/17,Werder Bremen,Hannover,H,2.2,3.39,3.29,2.25,3.3,3.2
24/11/17,Hannover,Stuttgart,D,2.29,3.39,3.1,2.3,3.3,3.1
25/11/17,Augsburg,Wolfsburg,H,2.37,3.29,3.1,2.4,3.1,3.1
25/11/17,Dortmund,Schalke 04,D,1.72,4.2,4.33,1.75,4,4.2
25/11/17,Ein Frankfurt,Leverkusen,A,2.62,3.5,2.62,2.7,3.1,2.7
25/11/17,Freiburg,Mainz,H,2.75,3.29,2.6,2.7,3.1,2.7
25/11/17,M'gladbach,Bayern Munich,H,5.75,4.75,1.5,5,4.6,1.55
25/11/17,RB Leipzig,Werder Bremen,H,1.5,4.33,6.5,1.5,4.4,6
26/11/17,FC Koln,Hertha,A,2.5,3.2,3,2.5,3.1,2.9
26/11/17,Hamburg,Hoffenheim,H,2.79,3.39,2.5,2.88,3.6,2.3
01/12/17,Freiburg,Hamburg,D,2.5,3.25,2.89,2.45,3.25,2.9
02/12/17,Bayern Munich,Hannover,H,1.14,9,17,1.12,8.5,19
02/12/17,Hoffenheim,RB Leipzig,H,3.29,3.6,2.1,3.2,3.4,2.2
02/12/17,Leverkusen,Dortmund,D,2.25,3.6,3,2.3,3.75,2.8
02/12/17,Mainz,Augsburg,A,2.6,3.25,2.79,2.5,3.1,2.9
02/12/17,Schalke 04,FC Koln,D,1.44,4.33,8,1.44,4.33,7
02/12/17,Werder Bremen,Stuttgart,H,2.29,3.39,3.1,2.38,3.1,3.1
03/12/17,Hertha,Ein Frankfurt,A,2.7,3.25,2.7,2.7,3.1,2.7
03/12/17,Wolfsburg,M'gladbach,H,2.62,3.39,2.62,2.62,3.2,2.7
08/12/17,Stuttgart,Leverkusen,A,3.2,3.5,2.25,3.2,3.6,2.15
09/12/17,Dortmund,Werder Bremen,A,1.39,5.25,7,1.36,5.5,7
09/12/17,Ein Frankfurt,Bayern Munich,A,7,4.75,1.44,6,4.4,1.5
09/12/17,Hamburg,Wolfsburg,D,2.5,3.29,2.87,2.45,3.4,2.8
09/12/17,M'gladbach,Schalke 04,D,2.25,3.39,3.2,2.05,3.6,3.4
09/12/17,RB Leipzig,Mainz,D,1.39,4.75,8,1.4,4.75,7.5
10/12/17,Augsburg,Hertha,D,1.95,3.29,4,1.91,3.4,4.2
10/12/17,FC Koln,Freiburg,A,2.25,3.25,3.2,2.15,3.5,3.25
10/12/17,Hannover,Hoffenheim,H,2.7,3.39,2.5,2.62,3.4,2.6
12/12/17,Freiburg,M'gladbach,H,3.39,3.39,2.14,3.4,3.4,2.1
12/12/17,Hamburg,Ein Frankfurt,A,2.6,3.2,2.79,2.62,3.1,2.8
12/12/17,Mainz,Dortmund,A,5,4,1.61,4.8,4,1.67
12/12/17,Wolfsburg,RB Leipzig,D,3,3.6,2.29,3,3.4,2.3
13/12/17,Bayern Munich,FC Koln,H,1.08,12,26,1.08,11,26
13/12/17,Hertha,Hannover,H,2,3.29,4,2,3.3,3.8
13/12/17,Hoffenheim,Stuttgart,H,1.9,3.6,4,1.83,3.5,4.33
13/12/17,Leverkusen,Werder Bremen,H,1.44,4.75,7,1.44,4.5,7
13/12/17,Schalke 04,Augsburg,H,1.83,3.6,4.5,1.8,3.5,4.5
15/12/17,M'gladbach,Hamburg,H,1.8,3.6,4.5,1.8,3.6,4.5
16/12/17,Augsburg,Freiburg,D,1.75,3.6,5,1.8,3.5,4.5
16/12/17,Dortmund,Hoffenheim,H,1.5,4.33,6.5,1.5,4.33,6
16/12/17,Ein Frankfurt,Schalke 04,D,2.5,3.1,3.1,2.62,3.1,2.8
16/12/17,FC Koln,Wolfsburg,H,3.6,3.5,2.04,3.5,3.3,2.1
16/12/17,Stuttgart,Bayern Munich,A,10,5,1.33,9,5,1.33
16/12/17,Werder Bremen,Mainz,D,1.95,3.5,4,1.95,3.4,4
17/12/17,Hannover,Leverkusen,D,4.33,3.79,1.8,4,3.6,1.85
17/12/17,RB Leipzig,Hertha,A,1.57,3.79,6,1.57,4,5.5
12/01/18,Leverkusen,Bayern Munich,A,4.2,3.79,1.83,4,3.75,1.85
13/01/18,Augsburg,Hamburg,H,1.95,3.39,4.2,1.95,3.4,4
13/01/18,Ein Frankfurt,Freiburg,D,1.85,3.5,4.5,1.83,3.4,4.5
13/01/18,Hannover,Mainz,H,2.2,3.39,3.29,2.25,3.3,3.2
13/01/18,RB Leipzig,Schalke 04,H,2.1,3.39,3.6,2.2,3.2,3.4
13/01/18,Stuttgart,Hertha,H,2.14,3.29,3.6,2.2,3.2,3.4
13/01/18,Werder Bremen,Hoffenheim,D,2.6,3.39,2.75,2.62,3.3,2.62
14/01/18,Dortmund,Wolfsburg,D,1.39,5,7.5,1.44,4.5,7
14/01/18,FC Koln,M'gladbach,H,3.29,3.5,2.14,3.3,3.3,2.2
19/01/18,Hertha,Dortmund,D,3.29,3.39,2.2,3.2,3.4,2.2
20/01/18,Freiburg,RB Leipzig,H,3.5,3.5,2.1,3.4,3.4,2.1
20/01/18,Hamburg,FC Koln,A,2.2,3.29,3.39,2.2,3.3,3.3
20/01/18,Hoffenheim,Leverkusen,A,2.87,3.6,2.37,2.88,3.6,2.3
20/01/18,Mainz,Stuttgart,H,2.6,3.2,2.87,2.5,3.3,2.8
20/01/18,M'gladbach,Augsburg,H,2.1,3.6,3.39,2.05,3.5,3.5
20/01/18,Wolfsburg,Ein Frankfurt,A,2.2,3.2,3.6,2.25,3.3,3.2
21/01/18,Bayern Munich,Werder Bremen,H,1.12,10,17,1.14,8.5,15
21/01/18,Schalke 04,Hannover,D,1.57,3.79,6.5,1.55,4,6
26/01/18,Ein Frankfurt,M'gladbach,H,2.45,3.39,2.89,2.38,3.4,2.9
27/01/18,Bayern Munich,Hoffenheim,H,1.19,7,13,1.2,6.5,13
27/01/18,Dortmund,Freiburg,D,1.39,5,7.5,1.4,4.5,8
27/01/18,FC Koln,Augsburg,D,2.79,3.25,2.6,2.75,3.2,2.6
27/01/18,RB Leipzig,Hamburg,D,1.5,4.2,7,1.5,4,7
27/01/18,Stuttgart,Schalke 04,A,2.89,3.25,2.5,2.9,3.2,2.5
27/01/18,Werder Bremen,Hertha,D,2.2,3.39,3.29,2.2,3.3,3.3
28/01/18,Hannover,Wolfsburg,A,2.29,3.39,3.1,2.25,3.2,3.3
28/01/18,Leverkusen,Mainz,H,1.39,5,7.5,1.4,4.5,8
02/02/18,FC Koln,Dortmund,A,5,3.79,1.7,4.8,3.5,1.75
03/02/18,Freiburg,Leverkusen,D,4,3.79,1.85,4,3.5,1.91
03/02/18,Hertha,Hoffenheim,D,2.62,3.29,2.75,2.7,3.1,2.7
03/02/18,Mainz,Bayern Munich,A,10,5.25,1.3,9,5.5,1.3
03/02/18,M'gladbach,RB Leipzig,A,2.5,3.39,2.79,2.5,3.3,2.8
03/02/18,Schalke 04,Werder Bremen,A,1.75,3.79,4.75,1.8,3.5,4.5
03/02/18,Wolfsburg,Stuttgart,D,2.25,3.29,3.29,2.25,3.25,3.25
04/02/18,Augsburg,Ein Frankfurt,H,2.35,3.29,3.1,2.4,3.1,3.1
04/02/18,Hamburg,Hannover,D,2.25,3.29,3.29,2.3,3.2,3.2
09/02/18,RB Leipzig,Augsburg,H,1.7,3.79,5,1.75,3.75,4.5
10/02/18,Bayern Munich,Schalke 04,H,1.28,6,9.5,1.29,5,9
10/02/18,Dortmund,Hamburg,H,1.33,5.25,9,1.36,5,8
10/02/18,Ein Frankfurt,FC Koln,H,1.9,3.5,4.2,1.85,3.5,4.33
10/02/18,Hannover,Freiburg,H,2.1,3.5,3.5,2.05,3.4,3.6
10/02/18,Hoffenheim,Mainz,H,1.61,4,5.25,1.67,4,4.75
10/02/18,Leverkusen,Hertha,A,1.53,4.33,6,1.5,4.4,6
11/02/18,Stuttgart,M'gladbach,H,2.5,3.39,2.79,2.4,3.5,2.8
11/02/18,Werder Bremen,Wolfsburg,H,2.14,3.39,3.39,2.05,3.4,3.6
16/02/18,Hertha,Mainz,A,2,3.39,4,1.95,3.3,4
17/02/18,FC Koln,Hannover,D,2.29,3.39,3.1,2.3,3.4,3
17/02/18,Freiburg,Werder Bremen,H,2.5,3.29,2.89,2.5,3.3,2.8
17/02/18,Hamburg,Leverkusen,A,3.79,3.5,2,3.8,3.4,2
17/02/18,Schalke 04,Hoffenheim,H,2.1,3.5,3.5,2.1,3.4,3.5
17/02/18,Wolfsburg,Bayern Munich,A,8.5,5,1.36,8,5,1.36
18/02/18,Augsburg,Stuttgart,A,2.04,3.39,3.75,2,3.4,3.75
18/02/18,M'gladbach,Dortmund,A,3,3.6,2.29,3,3.6,2.25
19/02/18,Ein Frankfurt,RB Leipzig,H,2.5,3.39,2.79,2.6,3.3,2.7
23/02/18,Mainz,Wolfsburg,D,2.14,3.39,3.5,2.2,3.3,3.3
24/02/18,Bayern Munich,Hertha,D,1.16,7.5,17,1.17,7.5,15
24/02/18,Hannover,M'gladbach,A,2.62,3.39,2.7,2.6,3.4,2.6
24/02/18,Hoffenheim,Freiburg,D,1.66,4.2,4.75,1.62,4.2,5
24/02/18,Stuttgart,Ein Frankfurt,H,2.37,3.2,3.25,2.45,3.25,2.9
24/02/18,Werder Bremen,Hamburg,H,1.83,3.6,4.5,1.83,3.5,4.33
25/02/18,Leverkusen,Schalke 04,A,1.9,3.6,4,1.85,3.75,4
25/02/18,RB Leipzig,FC Koln,A,1.55,4,6.5,1.5,4.2,6.5
26/02/18,Dortmund,Augsburg,D,1.44,4.5,7,1.5,4.2,6.5
02/03/18,M'gladbach,Werder Bremen,D,1.95,3.5,4,1.95,3.5,3.8
03/03/18,Augsburg,Hoffenheim,A,2.89,3.39,2.45,2.8,3.3,2.5
03/03/18,Ein Frankfurt,Hannover,H,1.75,3.6,5,1.8,3.5,4.5
03/03/18,Hamburg,Mainz,D,2.25,3.29,3.39,2.3,3.2,3.2
03/03/18,RB Leipzig,Dortmund,D,2.39,3.5,2.87,2.3,3.6,2.88
03/03/18,Schalke 04,Hertha,H,1.66,3.6,6,1.67,3.6,5.5
03/03/18,Wolfsburg,Leverkusen,A,3.29,3.39,2.2,3.3,3.3,2.2
04/03/18,FC Koln,Stuttgart,A,2.45,3.25,3,2.4,3.1,3.1
04/03/18,Freiburg,Bayern Munich,A,10,5.5,1.3,11,5,1.3
09/03/18,Mainz,Schalke 04,A,3.6,3.29,2.1,3.6,3.4,2.05
10/03/18,Bayern Munich,Hamburg,H,1.12,9,21,1.14,8,17
10/03/18,Hannover,Augsburg,A,2.14,3.39,3.39,2.3,3.2,3.2
10/03/18,Hertha,Freiburg,D,2.1,3.25,3.79,2.1,3.3,3.5
10/03/18,Hoffenheim,Wolfsburg,H,1.66,4,5,1.73,3.6,5
10/03/18,Leverkusen,M'gladbach,H,1.7,3.89,5,1.73,3.8,4.5
11/03/18,Dortmund,Ein Frankfurt,H,1.75,3.6,5,1.73,3.8,4.5
11/03/18,Stuttgart,RB Leipzig,D,2.62,3.39,2.62,2.7,3.1,2.7
12/03/18,Werder Bremen,FC Koln,H,1.83,3.75,4.2,1.83,3.6,4.2
16/03/18,Freiburg,Stuttgart,A,2.62,3.2,2.79,2.62,3.1,2.8
17/03/18,Augsburg,Werder Bremen,A,2.5,3.1,3.1,2.45,3.25,2.9
17/03/18,Ein Frankfurt,Mainz,H,1.61,3.79,6,1.62,3.8,5.5
17/03/18,Hamburg,Hertha,A,2.54,3,3,2.45,3,3.1
17/03/18,M'gladbach,Hoffenheim,D,2.75,3.39,2.54,2.5,3.6,2.62
17/03/18,Wolfsburg,Schalke 04,A,3.5,3.25,2.2,3.5,3.25,2.15
18/03/18,Dortmund,Hannover,H,1.44,4.75,7,1.44,4.75,6.5
18/03/18,FC Koln,Leverkusen,H,5,3.75,1.72,4.2,3.75,1.8
18/03/18,RB Leipzig,Bayern Munich,H,5,4.33,1.6,5,4.2,1.6
31/03/18,Bayern Munich,Dortmund,H,1.36,5,8,1.4,4.8,7.5
31/03/18,Hannover,RB Leipzig,A,3.89,3.6,1.95,3.5,3.6,2
31/03/18,Hertha,Wolfsburg,D,2.04,3.29,3.6,2.15,3.2,3.6
31/03/18,Hoffenheim,FC Koln,H,1.53,4.5,5.75,1.5,4.4,6
31/03/18,Leverkusen,Augsburg,D,1.44,4.5,6.5,1.5,4.33,6
31/03/18,Schalke 04,Freiburg,H,1.55,3.79,6.5,1.57,3.75,6
31/03/18,Stuttgart,Hamburg,D,1.72,3.6,4.75,1.8,3.4,4.75
01/04/18,Mainz,M'gladbach,D,2.45,3.39,2.75,2.6,3.3,2.7
01/04/18,Werder Bremen,Ein Frankfurt,H,2.37,3.25,3,2.38,3.25,3
06/04/18,Hannover,Werder Bremen,H,2.89,3.5,2.37,2.88,3.4,2.38
07/04/18,Augsburg,Bayern Munich,A,6.5,4.33,1.5,6,4.2,1.53
07/04/18,FC Koln,Mainz,D,2,3.5,3.75,2.1,3.4,3.4
07/04/18,Freiburg,Wolfsburg,A,2.5,3.1,3.1,2.5,3,3.1
07/04/18,Hamburg,Schalke 04,H,4.33,3.39,1.9,4.2,3.25,1.95
07/04/18,M'gladbach,Hertha,H,1.7,3.5,5.75,1.95,3.2,4.2
08/04/18,Dortmund,Stuttgart,H,1.61,4,5.5,1.62,3.8,5.5
08/04/18,Ein Frankfurt,Hoffenheim,D,2.39,3.39,3,2.5,3.4,2.7
09/04/18,RB Leipzig,Leverkusen,A,2.29,3.5,3,2.3,3.6,2.88
13/04/18,Wolfsburg,Augsburg,D,2.14,3.29,3.6,2.1,3.25,3.6
14/04/18,Bayern Munich,M'gladbach,H,1.33,5.75,8,1.36,5,8
14/04/18,Hertha,FC Koln,H,1.95,3.6,3.79,2.05,3.75,3.8
14/04/18,Hoffenheim,Hamburg,H,1.5,4.33,6.5,1.5,4.33,6
14/04/18,Leverkusen,Ein Frankfurt,H,1.8,3.79,4.33,1.8,3.5,4.5
14/04/18,Stuttgart,Hannover,D,1.9,3.6,4,1.83,3.5,4.33
15/04/18,Schalke 04,Dortmund,H,2.54,3.39,2.7,2.7,3.1,2.7
15/04/18,Werder Bremen,RB Leipzig,D,2.79,3.5,2.45,2.88,3.2,2.5
16/04/18,Mainz,Freiburg,H,2.29,3.29,3.2,2.38,3.1,3.1
20/04/18,M'gladbach,Wolfsburg,H,1.8,3.79,4.5,1.8,3.75,4.2
21/04/18,Dortmund,Leverkusen,H,2.29,3.5,3,2.3,3.6,2.88
21/04/18,Ein Frankfurt,Hertha,A,1.95,3.39,4.2,1.95,3.4,4
21/04/18,Hamburg,Freiburg,H,2.04,3.39,3.75,2.1,3.1,3.8
21/04/18,Hannover,Bayern Munich,A,6.25,4.59,1.44,5.5,4.33,1.53
21/04/18,RB Leipzig,Hoffenheim,A,2.04,3.75,3.39,2,4,3.25
21/04/18,Stuttgart,Werder Bremen,H,2.39,3.29,3,2.38,3.4,2.9
22/04/18,Augsburg,Mainz,H,2.2,3.29,3.39,2.25,3.2,3.3
22/04/18,FC Koln,Schalke 04,D,3.75,3.5,2,3.75,3.4,2
27/04/18,Hoffenheim,Hannover,H,1.28,6,9.5,1.3,6,8
28/04/18,Bayern Munich,Ein Frankfurt,H,1.6,4.33,5.25,1.67,4,4.75
28/04/18,Freiburg,FC Koln,H,2.1,3.39,3.6,2.05,3.4,3.6
28/04/18,Hertha,Augsburg,D,2.04,3.25,3.79,2.15,3.3,3.4
28/04/18,Leverkusen,Stuttgart,A,1.39,4.75,8,1.44,4.2,7.5
28/04/18,Schalke 04,M'gladbach,D,1.85,3.6,4.2,1.85,3.75,4
28/04/18,Wolfsburg,Hamburg,A,2.2,3.39,3.29,2.25,3.2,3.2
29/04/18,Mainz,RB Leipzig,H,3.75,3.39,2.04,3.5,3.2,2.15
29/04/18,Werder Bremen,Dortmund,D,3.79,3.75,1.9,3.75,3.3,2
05/05/18,Augsburg,Schalke 04,A,3.6,3.29,2.1,3.5,3.2,2.15
05/05/18,Dortmund,Mainz,A,1.3,5.5,10,1.33,5,9
05/05/18,Ein Frankfurt,Hamburg,H,1.95,3.5,4,1.95,3.5,3.75
05/05/18,FC Koln,Bayern Munich,A,11,6.5,1.25,10,6,1.25
05/05/18,Hannover,Hertha,H,2.7,3.39,2.62,2.7,3.2,2.6
05/05/18,M'gladbach,Freiburg,H,1.8,3.6,4.75,1.83,3.4,4.5
05/05/18,RB Leipzig,Wolfsburg,H,1.61,4,5.5,1.67,3.75,5
05/05/18,Stuttgart,Hoffenheim,H,3.1,3.75,2.14,3.25,3.4,2.15
05/05/18,Werder Bremen,Leverkusen,D,3.79,4,1.85,3.75,3.6,1.91
12/05/18,Bayern Munich,Stuttgart,A,1.16,8,15,1.2,6,15
12/05/18,Freiburg,Augsburg,H,1.95,3.39,4,2,3.2,4
12/05/18,Hamburg,M'gladbach,H,2.29,3.5,3,2.3,3.6,2.88
12/05/18,Hertha,RB Leipzig,A,4.2,3.75,1.85,3.8,4,1.83
12/05/18,Hoffenheim,Dortmund,H,2.2,3.79,3,2.15,4,2.9
12/05/18,Leverkusen,Hannover,H,1.19,7,13,1.22,6,13
12/05/18,Mainz,Werder Bremen,A,2.29,3.6,3,2.4,3.2,3
12/05/18,Schalke 04,Ein Frankfurt,H,2.29,3.5,3,2.4,3.4,2.8
12/05/18,Wolfsburg,FC Koln,H,1.64,4,5.25,1.67,3.75,5
26/08/16,Bayern Munich,Werder Bremen,H,1.1,10,23,1.11,8,21
27/08/16,Augsburg,Wolfsburg,A,2.8,3.25,2.6,2.7,3.2,2.45
27/08/16,Dortmund,Mainz,H,1.36,5,8.5,1.36,4.5,7
27/08/16,Ein Frankfurt,Schalke 04,H,3.4,3.3,2.2,2.88,3.5,2.2
27/08/16,FC Koln,Darmstadt,H,1.8,3.5,4.75,1.8,3.4,4
27/08/16,Hamburg,Ingolstadt,D,2.2,3.2,3.5,2.1,3.3,3.2
27/08/16,M'gladbach,Leverkusen,H,2.3,3.4,3.1,2.25,3.3,2.9
28/08/16,Hertha,Freiburg,H,2.15,3.3,3.5,2.15,3,3.4
28/08/16,Hoffenheim,RB Leipzig,D,2.5,3.25,2.9,2.4,3.3,2.7
09/09/16,Schalke 04,Bayern Munich,A,10,5.5,1.3,9,5.5,1.3
10/09/16,Darmstadt,Ein Frankfurt,H,3,3.3,2.4,2.8,3.2,2.5
10/09/16,Freiburg,M'gladbach,H,3.6,3.6,2,3.75,3.2,2.05
10/09/16,Ingolstadt,Hertha,A,2.4,3.1,3.2,2.5,3.1,2.9
10/09/16,Leverkusen,Hamburg,H,1.45,4.5,7,1.5,4.2,6.5
10/09/16,RB Leipzig,Dortmund,H,5.25,4.2,1.62,6,3.6,1.62
10/09/16,Wolfsburg,FC Koln,D,1.85,3.75,4.2,1.83,3.4,4.5
11/09/16,Mainz,Hoffenheim,D,2,3.5,3.75,2,3.4,3.75
11/09/16,Werder Bremen,Augsburg,A,2.3,3.4,3.1,2.38,3.3,2.9
16/09/16,FC Koln,Freiburg,H,1.8,3.6,4.5,1.83,3.6,4.2
17/09/16,Bayern Munich,Ingolstadt,H,1.07,12,34,1.1,8,34
17/09/16,Dortmund,Darmstadt,H,1.13,9,21,1.12,8,21
17/09/16,Ein Frankfurt,Leverkusen,H,4,3.5,1.95,4,3.1,2.05
17/09/16,Hamburg,RB Leipzig,A,2.75,3.25,2.63,2.7,3.1,2.7
17/09/16,Hoffenheim,Wolfsburg,D,3.1,3.6,2.25,3,3.4,2.3
17/09/16,M'gladbach,Werder Bremen,H,1.44,4.5,7.5,1.53,4,6
18/09/16,Augsburg,Mainz,A,2.38,3.4,3,2.4,3.1,3.1
18/09/16,Hertha,Schalke 04,H,2.5,3.4,2.8,2.62,3.1,2.8
20/09/16,Darmstadt,Hoffenheim,D,3.5,3.5,2.1,3.4,3.4,2.1
20/09/16,Freiburg,Hamburg,H,2.3,3.4,3.1,2.3,3.3,3.1
20/09/16,Ingolstadt,Ein Frankfurt,A,2.25,3.25,3.4,NA,NA,NA
20/09/16,Wolfsburg,Dortmund,A,4.75,3.75,1.75,4.2,4,1.75
21/09/16,Bayern Munich,Hertha,H,1.14,9,17,1.14,7,21
21/09/16,Leverkusen,Augsburg,D,1.45,4.5,7,1.5,4,7
21/09/16,RB Leipzig,M'gladbach,D,2.38,3.5,3,2.5,3.1,2.9
21/09/16,Schalke 04,FC Koln,A,2.1,3.4,3.6,2.1,3.3,3.5
21/09/16,Werder Bremen,Mainz,A,3,3.5,2.3,2.88,3.4,2.4
23/09/16,Dortmund,Freiburg,H,1.18,7.5,15,1.18,8,15
24/09/16,Augsburg,Darmstadt,H,1.67,3.75,5.5,1.67,3.6,6
24/09/16,Ein Frankfurt,Hertha,D,2.25,3.2,3.4,2.45,3.1,3.25
24/09/16,Hamburg,Bayern Munich,A,13,7,1.2,15,7,1.2
24/09/16,Mainz,Leverkusen,A,3,3.3,2.4,2.88,3.5,2.45
24/09/16,M'gladbach,Ingolstadt,H,1.8,3.6,4.75,1.85,3.6,4.5
24/09/16,Werder Bremen,Wolfsburg,H,3.9,3.75,1.91,4,3.4,2
25/09/16,FC Koln,RB Leipzig,D,2.3,3.3,3.2,2.38,3.5,3
25/09/16,Hoffenheim,Schalke 04,H,2.7,3.4,2.6,2.7,3.8,2.45
30/09/16,RB Leipzig,Augsburg,H,1.65,3.75,5.75,1.75,3.5,5.5
01/10/16,Bayern Munich,FC Koln,D,1.17,7,19,1.17,8,17
01/10/16,Darmstadt,Werder Bremen,D,3.1,3.4,2.3,2.9,3.4,2.5
01/10/16,Freiburg,Ein Frankfurt,H,2.3,3.3,3.2,2.4,3.3,3.1
01/10/16,Hertha,Hamburg,H,2,3.25,4.2,2.05,3.3,4
01/10/16,Ingolstadt,Hoffenheim,A,2.05,3.4,3.75,2.05,3.6,3.6
01/10/16,Leverkusen,Dortmund,H,3.8,3.6,1.95,3.5,3.75,2.05
02/10/16,Schalke 04,M'gladbach,H,2.2,3.4,3.3,2.38,3.5,3
02/10/16,Wolfsburg,Mainz,D,1.85,3.6,4.33,1.85,3.75,4.33
14/10/16,Dortmund,Hertha,D,1.33,5.25,9,1.33,5.5,9
15/10/16,Augsburg,Schalke 04,D,3.1,3.4,2.3,3.1,3.4,2.38
15/10/16,Ein Frankfurt,Bayern Munich,D,13,6,1.25,13,6,1.25
15/10/16,FC Koln,Ingolstadt,H,1.8,3.5,4.75,1.83,3.4,5
15/10/16,Hoffenheim,Freiburg,H,2.05,3.6,3.5,2.15,3.4,3.5
15/10/16,M'gladbach,Hamburg,D,1.67,3.8,5.25,1.67,3.8,5.5
15/10/16,Werder Bremen,Leverkusen,H,4.75,4.2,1.67,5,3.75,1.73
16/10/16,Mainz,Darmstadt,H,1.5,4,7.5,1.53,4,7
16/10/16,Wolfsburg,RB Leipzig,A,2.4,3.3,3,2.4,3.4,3
21/10/16,Hamburg,Ein Frankfurt,A,2.45,3.25,3,2.4,3.3,3.1
22/10/16,Bayern Munich,M'gladbach,H,1.2,7.5,12,1.2,7,15
22/10/16,Darmstadt,Wolfsburg,H,4.5,3.6,1.8,4.5,3.6,1.83
22/10/16,Freiburg,Augsburg,H,2.1,3.3,3.7,2.2,3.3,3.6
22/10/16,Hertha,FC Koln,H,2.5,3.2,3,2.7,3.1,2.9
22/10/16,Ingolstadt,Dortmund,D,6,4.2,1.53,6.5,4.33,1.53
22/10/16,Leverkusen,Hoffenheim,A,1.5,4.33,6,1.53,4.33,6.5
23/10/16,RB Leipzig,Werder Bremen,H,1.5,4,7,1.53,4.33,6.5
23/10/16,Schalke 04,Mainz,H,1.95,3.6,3.8,2,3.6,3.8
28/10/16,M'gladbach,Ein Frankfurt,D,1.85,3.5,4.5,1.85,3.6,4.5
29/10/16,Augsburg,Bayern Munich,A,15,6.5,1.2,13,6,1.25
29/10/16,Darmstadt,RB Leipzig,A,6,3.8,1.62,6,4,1.62
29/10/16,Dortmund,Schalke 04,D,1.57,4.33,5.5,1.6,4,6
29/10/16,Mainz,Ingolstadt,H,2.1,3.3,3.75,2.1,3.5,3.6
29/10/16,Werder Bremen,Freiburg,A,2.3,3.5,3,2.3,3.4,3.2
29/10/16,Wolfsburg,Leverkusen,A,2.7,3.4,2.6,2.75,3.4,2.6
30/10/16,FC Koln,Hamburg,H,1.57,3.8,6.5,1.57,4.2,6
30/10/16,Hoffenheim,Hertha,H,2.25,3.4,3.2,2.3,3.4,3.2
04/11/16,Hertha,M'gladbach,H,2.5,3.2,3,2.45,3.25,2.9
05/11/16,Bayern Munich,Hoffenheim,D,1.17,8,15,1.2,7,12
05/11/16,Ein Frankfurt,FC Koln,H,2.6,3.1,2.9,2.5,3.2,2.88
05/11/16,Freiburg,Wolfsburg,A,2.6,3.3,2.75,2.62,3.4,2.6
05/11/16,Hamburg,Dortmund,A,8,4.25,1.45,7,4.5,1.44
05/11/16,Ingolstadt,Augsburg,A,2.1,3.3,3.75,2.1,3.1,3.8
05/11/16,Leverkusen,Darmstadt,H,1.25,5.75,13,1.29,5.5,10
06/11/16,RB Leipzig,Mainz,H,1.57,3.8,6.5,1.7,3.8,4.8
06/11/16,Schalke 04,Werder Bremen,H,1.53,4.33,6,1.55,4.33,5.5
18/11/16,Leverkusen,RB Leipzig,A,2.3,3.4,3.1,2.3,3.3,3.1
19/11/16,Augsburg,Hertha,D,2.7,3.2,2.75,2.8,3,2.9
19/11/16,Darmstadt,Ingolstadt,A,3,3.1,2.55,3,3.1,2.6
19/11/16,Dortmund,Bayern Munich,H,3.4,3.6,2.1,3.6,3.4,2.15
19/11/16,Mainz,Freiburg,H,2.1,3.5,3.5,2.2,3.4,3.4
19/11/16,M'gladbach,FC Koln,A,2.2,3.3,3.4,2.25,3.3,3.4
19/11/16,Wolfsburg,Schalke 04,A,2.4,3.5,2.9,2.5,3.4,2.9
20/11/16,Hoffenheim,Hamburg,D,1.62,4,5.5,1.6,4.33,5.5
20/11/16,Werder Bremen,Ein Frankfurt,A,2.7,3.5,2.55,2.75,3.4,2.6
25/11/16,Freiburg,RB Leipzig,A,3.8,3.6,1.95,4,3.6,1.95
26/11/16,Bayern Munich,Leverkusen,H,1.29,6,10,1.33,5,11
26/11/16,Ein Frankfurt,Dortmund,H,4.75,4.2,1.65,5,4.2,1.67
26/11/16,FC Koln,Augsburg,D,1.75,3.5,5.25,1.8,3.5,5
26/11/16,Hamburg,Werder Bremen,D,2.38,3.4,3,2.4,3.3,3.1
26/11/16,Ingolstadt,Wolfsburg,D,2.9,3.3,2.5,2.9,3.2,2.62
26/11/16,M'gladbach,Hoffenheim,D,2,3.6,3.75,2.05,3.6,3.6
27/11/16,Hertha,Mainz,H,2,3.5,3.8,2,3.4,4
27/11/16,Schalke 04,Darmstadt,H,1.33,5,10,1.36,4.8,10
02/12/16,Mainz,Bayern Munich,A,10,5.75,1.29,9.5,6,1.3
03/12/16,Dortmund,M'gladbach,H,1.5,4.5,6.5,1.5,4.5,6.5
03/12/16,Hoffenheim,FC Koln,H,2.1,3.4,3.6,2.15,3.4,3.5
