Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,WHH,WHD,WHA
14/12/2019,Sociedad,Barcelona,D,5.25,4.2,1.61,5,4.2,1.63
14/12/2019,Ath Bilbao,Eibar,D,1.66,3.75,5.5,1.7,3.6,5.5
14/12/2019,Ath Madrid,Osasuna,H,1.4,4.33,10,1.38,4.2,11
15/12/2019,Getafe,Valladolid,H,1.66,3.6,6,1.65,3.6,6
15/12/2019,Celta,Mallorca,D,1.7,3.8,5,1.7,3.75,5.25
15/12/2019,Espanol,Betis,D,2.6,3.25,2.8,2.6,3.3,2.75
15/12/2019,Sevilla,Villarreal,A,1.66,4,5,1.67,4,5
15/12/2019,Valencia,Real Madrid,D,3.8,3.8,1.9,3.8,3.9,1.88
18/12/2019,Barcelona,Real Madrid,D,1.72,4.2,4.33,1.75,4.2,4.2
20/12/2019,Eibar,Granada,H,2.1,3.25,3.8,2.1,3.2,3.9
21/12/2019,Mallorca,Sevilla,A,5,4,1.66,5,3.8,1.7
21/12/2019,Barcelona,Alaves,H,1.12,9,21,1.14,8,19
21/12/2019,Villarreal,Getafe,H,2.2,3.25,3.5,2.25,3.1,3.5
21/12/2019,Valladolid,Valencia,D,3.5,3.4,2.15,3.5,3.25,2.2
22/12/2019,Leganes,Espanol,H,2.1,3.1,3.9,2.15,3.1,3.8
22/12/2019,Osasuna,Sociedad,A,2.8,3.4,2.5,2.8,3.3,2.55
22/12/2019,Betis,Ath Madrid,A,3.8,3.3,2.1,3.8,3.3,2.05
22/12/2019,Levante,Celta,H,2.62,3.4,2.62,2.62,3.6,2.55
22/12/2019,Real Madrid,Ath Bilbao,D,1.33,5.25,8,1.33,5.25,9.5
03/01/2020,Valladolid,Leganes,D,2.7,2.87,3,2.7,2.8,3.1
03/01/2020,Sevilla,Ath Bilbao,D,1.61,3.75,6,1.65,3.6,6
04/01/2020,Valencia,Eibar,H,1.61,3.9,5.5,1.65,3.8,5.5
04/01/2020,Getafe,Real Madrid,A,4.2,3.6,1.85,4.33,3.6,1.83
04/01/2020,Ath Madrid,Levante,H,1.25,5.75,12,1.27,5.5,12
04/01/2020,Espanol,Barcelona,D,6.5,4.75,1.45,7,4.6,1.44
05/01/2020,Granada,Mallorca,H,1.95,3.4,4.2,1.95,3.3,4.2
05/01/2020,Sociedad,Villarreal,A,1.85,3.9,3.9,1.91,3.8,3.75
05/01/2020,Alaves,Betis,D,2.6,3.25,2.8,2.62,3.25,2.75
05/01/2020,Celta,Osasuna,D,2.05,3.4,3.75,2.1,3.4,3.6
17/01/2020,Leganes,Getafe,A,3,2.87,2.7,2.9,2.88,2.8
18/01/2020,Levante,Alaves,A,2.05,3.4,3.75,2.05,3.4,3.7
18/01/2020,Real Madrid,Sevilla,H,1.6,4.33,5.25,1.6,4.4,5
18/01/2020,Osasuna,Valladolid,D,1.8,3.4,5,1.85,3.4,4.6
18/01/2020,Eibar,Ath Madrid,H,5.25,3.3,1.8,5,3.4,1.8
19/01/2020,Mallorca,Valencia,H,3.75,3.4,2.05,3.7,3.6,2
19/01/2020,Betis,Sociedad,H,2.5,3.4,2.8,2.45,3.7,2.7
19/01/2020,Villarreal,Espanol,A,1.65,3.8,5.75,1.65,3.9,5.25
19/01/2020,Ath Bilbao,Celta,D,1.95,3.25,4.5,1.91,3.25,4.5
19/01/2020,Barcelona,Granada,H,1.16,7.5,17,1.14,8,19
24/01/2020,Osasuna,Levante,H,1.66,4,4.75,1.67,4,5
25/01/2020,Espanol,Ath Bilbao,D,2.5,2.9,3.25,2.5,2.9,3.3
25/01/2020,Valencia,Barcelona,H,5,4.33,1.61,4.75,4.2,1.67
25/01/2020,Alaves,Villarreal,A,2.8,3.25,2.55,2.8,3.25,2.6
25/01/2020,Sevilla,Granada,H,1.36,4.75,9.5,1.38,4.6,9.5
26/01/2020,Ath Madrid,Leganes,D,1.44,4,9,1.42,4.2,9.5
26/01/2020,Celta,Eibar,D,2,3.4,3.8,2.05,3.3,3.8
26/01/2020,Getafe,Betis,H,2.05,3.3,3.8,2,3.3,4
26/01/2020,Sociedad,Mallorca,H,1.45,4.33,7.5,1.44,4.4,7.5
26/01/2020,Valladolid,Real Madrid,A,7.5,4.5,1.44,7.5,4.8,1.42
01/02/2020,Granada,Espanol,H,2.7,3.1,2.8,2.7,3,2.88
01/02/2020,Real Madrid,Ath Madrid,H,1.8,3.5,4.75,1.8,3.4,4.6
01/02/2020,Mallorca,Valladolid,A,2.25,3.25,3.4,2.25,3.2,3.4
01/02/2020,Valencia,Celta,H,1.8,3.6,4.5,1.8,3.6,4.6
02/02/2020,Leganes,Sociedad,H,2.9,3.1,2.6,2.9,3.2,2.55
02/02/2020,Eibar,Betis,D,2.5,3.4,2.8,2.5,3.4,2.8
02/02/2020,Ath Bilbao,Getafe,A,2.55,2.8,3.3,2.55,2.88,3.25
02/02/2020,Sevilla,Alaves,D,1.36,5,8.5,1.35,4.8,9.5
02/02/2020,Villarreal,Osasuna,H,1.75,4,4.33,1.78,3.8,4.5
02/02/2020,Barcelona,Levante,H,1.14,9,15,1.12,9,19
07/02/2020,Alaves,Eibar,H,2.25,3.2,3.4,2.25,3.1,3.6
08/02/2020,Levante,Leganes,H,2.5,3.25,2.87,2.6,3.2,2.8
08/02/2020,Getafe,Valencia,H,2,3.3,4,2,3.3,4
08/02/2020,Valladolid,Villarreal,D,3,3.2,2.45,3,3.2,2.45
08/02/2020,Ath Madrid,Granada,H,1.4,4.2,10,1.38,4.2,12
09/02/2020,Espanol,Mallorca,H,1.61,4,5.5,1.63,3.8,5.8
09/02/2020,Sociedad,Ath Bilbao,H,2.05,3.3,3.8,2.1,3.2,3.9
09/02/2020,Osasuna,Real Madrid,A,5.75,4.5,1.53,5.8,4.4,1.53
09/02/2020,Celta,Sevilla,H,3.4,3.4,2.2,3.4,3.3,2.2
09/02/2020,Betis,Barcelona,A,4,3.8,1.85,4,3.8,1.85
14/02/2020,Valencia,Ath Madrid,D,3.4,3.1,2.3,3.5,3,2.3
15/02/2020,Mallorca,Alaves,H,2.4,3.2,3.1,2.45,3.1,3.1
15/02/2020,Barcelona,Getafe,H,1.4,4.75,8,1.42,4.5,8
15/02/2020,Villarreal,Levante,H,1.5,4.5,6,1.52,4.5,5.8
15/02/2020,Granada,Valladolid,H,2.4,3,3.3,2.45,2.9,3.3
16/02/2020,Sevilla,Espanol,D,1.57,3.8,6.5,1.6,3.9,6
16/02/2020,Leganes,Betis,D,2.4,3.2,3.1,2.45,3.2,3
16/02/2020,Ath Bilbao,Osasuna,A,2,3.25,4.1,2.05,3.2,4
16/02/2020,Real Madrid,Celta,D,1.28,6,9,1.27,6.23,10.8
21/02/2020,Betis,Mallorca,D,1.45,4.6,7,1.47,4.4,7
22/02/2020,Celta,Leganes,H,1.8,3.4,4.75,1.85,3.4,4.6
22/02/2020,Barcelona,Eibar,H,1.2,6.5,13,1.2,7,13
22/02/2020,Sociedad,Valencia,H,1.65,4,4.75,1.65,4.2,4.75
22/02/2020,Levante,Real Madrid,H,6,5,1.44,6.5,4.8,1.44
23/02/2020,Osasuna,Granada,A,1.85,3.4,4.33,1.91,3.4,4.33
23/02/2020,Alaves,Ath Bilbao,H,2.9,3,2.7,3,2.88,2.7
23/02/2020,Valladolid,Espanol,H,2.62,3,3,2.6,3,3
23/02/2020,Getafe,Sevilla,A,2.3,3.1,3.4,2.3,3.1,3.4
23/02/2020,Ath Madrid,Villarreal,H,1.65,3.75,5.5,1.65,3.7,5.8
28/02/2020,Sociedad,Valladolid,H,1.53,4,7,1.52,4,7
29/02/2020,Eibar,Levante,H,2,3.5,3.8,2,3.5,3.8
29/02/2020,Valencia,Betis,H,2.15,3.4,3.4,2.2,3.4,3.3
29/02/2020,Leganes,Alaves,D,2,3.1,4.33,2.05,3,4.33
29/02/2020,Granada,Celta,D,2.8,3,2.75,2.8,3.1,2.7
01/03/2020,Sevilla,Osasuna,H,1.45,4.33,8,1.47,4.2,7.5
01/03/2020,Ath Bilbao,Villarreal,H,2.3,3.3,3.2,2.3,3.25,3.25
01/03/2020,Espanol,Ath Madrid,D,4.2,3.1,2.05,4.33,3.1,2
01/03/2020,Mallorca,Getafe,A,3.7,3,2.25,3.6,3.1,2.25
01/03/2020,Real Madrid,Barcelona,H,2.2,3.6,3.1,2.2,3.6,3.2
06/03/2020,Alaves,Valencia,D,2.6,3.25,2.75,2.62,3.2,2.8
07/03/2020,Eibar,Mallorca,A,1.7,3.6,5.25,1.73,3.7,5
07/03/2020,Ath Madrid,Sevilla,D,1.9,3.4,4.33,1.95,3.2,4.5
07/03/2020,Barcelona,Sociedad,H,1.33,5.5,8.5,1.36,5.25,8
07/03/2020,Getafe,Celta,D,1.85,3.3,4.75,1.85,3.2,5
08/03/2020,Osasuna,Espanol,H,2.4,3.25,3,2.45,3.2,3
08/03/2020,Valladolid,Ath Bilbao,A,3,2.8,2.75,3,2.88,2.75
08/03/2020,Levante,Granada,D,2.05,3.4,3.75,2.05,3.5,3.6
08/03/2020,Villarreal,Leganes,A,1.75,3.6,5,1.73,3.7,5
08/03/2020,Betis,Real Madrid,H,4.5,4,1.72,4.33,4,1.75
10/03/2020,Eibar,Sociedad,A,3.4,3.3,2.2,3.4,3.3,2.2
11/06/2020,Sevilla,Betis,H,1.8,3.75,4.33,1.8,3.7,4.5
12/06/2020,Granada,Getafe,H,3.1,3,2.45,3.4,2.9,2.45
12/06/2020,Valencia,Levante,D,1.7,3.8,4.75,1.7,4.2,4.4
13/06/2020,Espanol,Alaves,H,2.05,3.2,3.75,2.1,3.2,3.8
13/06/2020,Celta,Villarreal,A,2.5,3.4,2.7,2.55,3.4,2.75
13/06/2020,Leganes,Valladolid,A,2.25,3,3.5,2.3,3,3.5
13/06/2020,Mallorca,Barcelona,A,10,5.75,1.28,10,6,1.27
14/06/2020,Ath Bilbao,Ath Madrid,D,3.75,2.9,2.2,3.75,3,2.25
14/06/2020,Real Madrid,Eibar,H,1.22,7,11,1.22,6.5,13
14/06/2020,Sociedad,Osasuna,D,1.66,3.9,5,1.67,3.8,5.25
15/06/2020,Levante,Sevilla,D,5,4,1.65,5.25,3.9,1.65
15/06/2020,Betis,Granada,D,1.9,3.5,4,1.95,3.5,4
16/06/2020,Getafe,Espanol,D,1.95,3.1,4.33,2,3.1,4.33
16/06/2020,Villarreal,Mallorca,H,1.53,4.5,5.75,1.5,4.33,6.5
16/06/2020,Barcelona,Leganes,H,1.16,7.5,13,1.14,8,19
17/06/2020,Eibar,Ath Bilbao,D,3.2,3,2.4,3.3,3,2.4
17/06/2020,Valladolid,Celta,D,3,3,2.6,2.9,3,2.7
17/06/2020,Osasuna,Ath Madrid,A,5,3.25,1.8,5,3.3,1.83
18/06/2020,Alaves,Sociedad,H,3.8,3.5,1.95,4.2,3.4,1.95
18/06/2020,Real Madrid,Valencia,H,1.36,4.75,8,1.35,5.25,8.5
19/06/2020,Granada,Villarreal,A,3.1,3.2,2.4,3.1,3.2,2.4
19/06/2020,Mallorca,Leganes,D,2.8,2.9,2.87,2.75,2.9,2.9
19/06/2020,Sevilla,Barcelona,D,3.4,3.6,2.05,3.4,3.5,2.15
20/06/2020,Espanol,Levante,A,1.95,3.5,3.8,1.95,3.5,3.9
20/06/2020,Ath Bilbao,Betis,H,2.1,3.25,3.75,2.15,3.25,3.6
20/06/2020,Getafe,Eibar,D,1.8,3.4,5,1.8,3.4,5
20/06/2020,Ath Madrid,Valladolid,H,1.36,4.5,11,1.36,4.5,11
21/06/2020,Celta,Alaves,H,1.9,3.25,4.5,1.91,3.25,4.5
21/06/2020,Valencia,Osasuna,H,1.9,3.5,4,1.95,3.6,3.9
21/06/2020,Sociedad,Real Madrid,A,4.1,4.2,1.75,4.2,4.2,1.75
22/06/2020,Villarreal,Sevilla,D,2.6,3.3,2.7,2.62,3.4,2.7
22/06/2020,Leganes,Granada,D,2.37,2.9,3.3,2.4,3,3.3
23/06/2020,Levante,Ath Madrid,A,5.75,3.6,1.65,6,3.75,1.62
23/06/2020,Valladolid,Getafe,D,3.4,2.87,2.45,3.3,2.8,2.55
23/06/2020,Barcelona,Ath Bilbao,H,1.3,5.25,10,1.3,5.5,10
24/06/2020,Alaves,Osasuna,A,2.55,3.1,2.9,2.6,3.1,2.9
24/06/2020,Sociedad,Celta,A,2,3.25,4,2.1,3.2,3.8
24/06/2020,Real Madrid,Mallorca,H,1.12,9,17,1.12,8.5,21
25/06/2020,Eibar,Valencia,H,2.7,3.4,2.55,2.8,3.4,2.5
25/06/2020,Betis,Espanol,H,2.15,3.3,3.4,2.25,3.3,3.3
26/06/2020,Sevilla,Valladolid,D,1.4,4.4,9,1.4,4.4,9
27/06/2020,Ath Bilbao,Mallorca,H,1.5,4,7.5,1.47,4,8.5
27/06/2020,Celta,Barcelona,D,5.25,4.2,1.61,5.5,4,1.62
27/06/2020,Osasuna,Leganes,H,2.25,3,3.6,2.35,3,3.5
27/06/2020,Ath Madrid,Alaves,H,1.33,4.75,11,1.3,4.8,13
28/06/2020,Levante,Betis,H,2.62,3.3,2.62,2.62,3.5,2.6
28/06/2020,Villarreal,Valencia,H,2.25,3.25,3.2,2.2,3.5,3.2
28/06/2020,Granada,Eibar,A,2.37,3,3.25,2.45,3,3.3
28/06/2020,Espanol,Real Madrid,A,6.5,4.75,1.44,7.5,4.75,1.42
29/06/2020,Getafe,Sociedad,H,2.5,3,3.1,2.5,3.1,3.1
30/06/2020,Mallorca,Celta,H,3.2,3.2,2.37,3.25,3.1,2.38
30/06/2020,Leganes,Sevilla,A,4.5,3.2,1.95,4.6,3.2,1.91
30/06/2020,Barcelona,Ath Madrid,D,1.8,3.6,4.75,1.8,3.6,4.6
01/07/2020,Alaves,Granada,A,2.3,2.9,3.6,2.3,3,3.5
01/07/2020,Valencia,Ath Bilbao,A,2.5,3,3.2,2.55,3,3.1
01/07/2020,Betis,Villarreal,A,2.87,3.5,2.4,2.8,3.5,2.45
01/07/2020,Valladolid,Levante,D,2.3,3.3,3.2,2.4,3.2,3.1
02/07/2020,Eibar,Osasuna,A,2.3,3.1,3.3,2.4,3.2,3.1
02/07/2020,Sociedad,Espanol,H,1.85,3.5,4.2,1.88,3.4,4.4
02/07/2020,Real Madrid,Getafe,H,1.36,4.75,8.5,1.35,4.8,9.5
03/07/2020,Ath Madrid,Mallorca,H,1.28,5.25,11,1.27,5.5,12
04/07/2020,Celta,Betis,D,2.15,3.4,3.4,2.2,3.4,3.3
04/07/2020,Valladolid,Alaves,H,2.62,2.8,3.2,2.6,2.8,3.25
04/07/2020,Granada,Valencia,D,2.9,3.2,2.55,2.9,3.2,2.55
05/07/2020,Ath Bilbao,Real Madrid,A,5,3.9,1.7,5.25,3.8,1.67
05/07/2020,Espanol,Leganes,A,2.7,2.9,2.9,2.75,3,2.8
05/07/2020,Osasuna,Getafe,D,3.1,2.9,2.55,2.9,3,2.7
05/07/2020,Villarreal,Barcelona,A,4.33,4,1.72,4.4,4,1.75
06/07/2020,Levante,Sociedad,D,2.9,3.4,2.45,2.9,3.5,2.4
06/07/2020,Sevilla,Eibar,H,1.44,4.33,8,1.44,4.33,8
07/07/2020,Valencia,Valladolid,H,2,3.2,4.2,2.05,3.1,4.2
07/07/2020,Celta,Ath Madrid,D,4.2,3.2,2,4.4,3.2,1.95
08/07/2020,Betis,Osasuna,H,2.05,3.4,3.5,2.1,3.4,3.6
08/07/2020,Getafe,Villarreal,A,2.6,3,2.87,2.62,3.1,2.88
08/07/2020,Barcelona,Espanol,H,1.14,8,19,1.11,9,26
09/07/2020,Eibar,Leganes,D,2.45,3,3.1,2.5,3.1,3.1
09/07/2020,Mallorca,Levante,H,2.05,3.6,3.3,2.05,3.75,3.3
09/07/2020,Ath Bilbao,Sevilla,A,3.1,3,2.45,3,3.1,2.55
10/07/2020,Sociedad,Granada,A,1.72,3.6,5.25,1.73,3.7,5
10/07/2020,Real Madrid,Alaves,H,1.2,6.5,13,1.22,6,15
11/07/2020,Osasuna,Celta,H,3.2,3,2.45,3.1,3.1,2.45
11/07/2020,Valladolid,Barcelona,A,9.5,5.25,1.3,10,5,1.33
11/07/2020,Ath Madrid,Betis,H,1.5,3.8,8,1.47,4.2,8
12/07/2020,Espanol,Eibar,A,3.4,3.2,2.25,3.4,3.25,2.25
12/07/2020,Levante,Ath Bilbao,A,3.8,3.2,2.1,3.6,3.25,2.15
12/07/2020,Leganes,Valencia,H,3.4,3.1,2.3,3.4,3.1,2.3
12/07/2020,Sevilla,Mallorca,H,1.4,4.75,8.5,1.38,4.8,8.5
13/07/2020,Alaves,Getafe,D,3.5,3,2.25,3.75,2.88,2.3
13/07/2020,Villarreal,Sociedad,A,2.3,3.25,3.1,2.25,3.5,3.1
13/07/2020,Granada,Real Madrid,A,6.5,4.5,1.45,7.5,4.4,1.44
16/07/2020,Eibar,Valladolid,H,2.1,3.1,3.8,2.2,3.1,3.7
16/07/2020,Ath Bilbao,Leganes,A,1.8,3.4,4.75,1.8,3.4,5
16/07/2020,Barcelona,Osasuna,A,1.14,8,17,1.14,8,19
16/07/2020,Betis,Alaves,A,2.3,3.3,3.1,2.4,3.2,3.1
16/07/2020,Celta,Levante,A,1.61,4,5.25,1.6,4.33,5.25
16/07/2020,Getafe,Ath Madrid,A,3.6,2.9,2.25,3.6,2.9,2.35
16/07/2020,Mallorca,Granada,A,2.05,3.4,3.5,2.05,3.5,3.6
16/07/2020,Real Madrid,Villarreal,H,1.45,4.75,6,1.44,4.75,7
16/07/2020,Sociedad,Sevilla,D,2.37,3.3,2.9,2.45,3.4,2.9
16/07/2020,Valencia,Espanol,H,1.53,4,6,1.52,4.2,6.5
19/07/2020,Alaves,Barcelona,A,5.5,4.33,1.53,5.5,4.33,1.57
19/07/2020,Valladolid,Betis,H,2.62,3.3,2.62,2.6,3.3,2.75
19/07/2020,Villarreal,Eibar,H,1.53,4,6,1.52,4.5,6
19/07/2020,Ath Madrid,Sociedad,D,1.95,3,4.5,1.95,3.3,4.2
19/07/2020,Espanol,Celta,D,5,3.8,1.66,5.25,3.8,1.67
19/07/2020,Granada,Ath Bilbao,H,2,3.5,3.4,2,3.6,3.7
19/07/2020,Leganes,Real Madrid,D,2.62,3.8,2.35,2.62,3.7,2.5
19/07/2020,Levante,Getafe,H,5,3.8,1.66,4.8,3.7,1.75
19/07/2020,Osasuna,Mallorca,D,1.75,3.75,4.2,1.83,3.8,4.2
19/07/2020,Sevilla,Valencia,H,1.9,3.4,4,1.91,3.7,3.9
17/08/2018,Betis,Levante,A,1.66,4,5,1.67,3.9,4.75
17/08/2018,Girona,Valladolid,D,1.75,3.6,5,1.75,3.6,4.6
18/08/2018,Barcelona,Alaves,H,1.11,10,21,1.08,9,29
18/08/2018,Celta,Espanol,D,1.85,3.5,4.5,1.91,3.5,4
18/08/2018,Villarreal,Sociedad,A,2.04,3.4,3.8,2.05,3.3,3.6
19/08/2018,Eibar,Huesca,A,1.66,3.75,5.5,1.73,3.6,4.75
19/08/2018,Real Madrid,Getafe,H,1.2,7,13,1.22,6,13
19/08/2018,Vallecano,Sevilla,A,3.25,3.6,2.14,3.3,3.7,2.05
20/08/2018,Ath Bilbao,Leganes,H,1.75,3.3,5.5,1.8,3.4,4.75
20/08/2018,Valencia,Ath Madrid,D,3,3.2,2.5,3,3.2,2.4
24/08/2018,Getafe,Eibar,H,1.95,3.2,4.33,1.95,3.1,4.33
24/08/2018,Leganes,Sociedad,D,3.5,3.3,2.1,3.4,3.25,2.15
25/08/2018,Alaves,Betis,D,2.8,3.25,2.6,2.8,3.25,2.5
25/08/2018,Ath Madrid,Vallecano,H,1.16,7,21,1.14,7,21
25/08/2018,Valladolid,Barcelona,A,17,7.5,1.16,17,7.5,1.15
26/08/2018,Espanol,Valencia,H,3.25,3.2,2.37,3.1,3.4,2.25
26/08/2018,Girona,Real Madrid,A,8,5.5,1.36,7,5.5,1.36
26/08/2018,Sevilla,Villarreal,D,1.72,4.2,4.33,1.75,3.9,4.33
27/08/2018,Ath Bilbao,Huesca,D,1.61,3.6,6.5,1.65,3.6,5.5
27/08/2018,Levante,Celta,A,2.4,3.25,3,2.45,3.25,2.9
31/08/2018,Eibar,Sociedad,H,2.75,3.25,2.62,2.7,3.25,2.62
31/08/2018,Getafe,Valladolid,D,1.9,3.2,4.75,1.91,3.2,4.5
31/08/2018,Villarreal,Girona,A,1.57,4,6,1.57,4,5.8
01/09/2018,Celta,Ath Madrid,H,5.5,3.4,1.75,4.6,3.4,1.8
01/09/2018,Real Madrid,Leganes,H,1.12,9,21,1.1,9.5,21
02/09/2018,Alaves,Espanol,H,2.9,3.1,2.54,2.88,3.2,2.5
02/09/2018,Barcelona,Huesca,H,1.08,11,29,1.05,13,34
02/09/2018,Betis,Sevilla,H,2.8,3.5,2.45,2.7,3.5,2.5
02/09/2018,Levante,Valencia,D,3.75,3.4,2,3.4,3.6,2.05
14/09/2018,Huesca,Vallecano,A,2.14,3.5,3.4,2.2,3.5,3.1
15/09/2018,Ath Bilbao,Real Madrid,D,6,4.33,1.53,5,4.5,1.57
15/09/2018,Ath Madrid,Eibar,D,1.36,4.33,12,1.36,4.5,9
15/09/2018,Sociedad,Barcelona,A,7,5.25,1.4,6,4.8,1.44
15/09/2018,Valencia,Betis,D,1.75,3.75,4.75,1.75,3.75,4.4
16/09/2018,Espanol,Levante,H,1.72,3.6,5.25,1.75,3.75,4.5
16/09/2018,Leganes,Villarreal,A,3,3.1,2.54,2.9,3.2,2.5
16/09/2018,Sevilla,Getafe,A,1.55,4,7,1.57,3.9,5.8
16/09/2018,Valladolid,Alaves,A,2.2,3.1,3.6,2.25,2.9,3.6
17/09/2018,Girona,Celta,H,2.4,3.3,3,2.38,3.4,2.88
21/09/2018,Huesca,Sociedad,A,3.6,3.4,2.1,3.5,3.4,2.1
22/09/2018,Celta,Valladolid,D,1.75,3.5,5.25,1.75,3.6,4.8
22/09/2018,Eibar,Leganes,H,2.04,3.2,4,2.05,3.25,3.8
22/09/2018,Getafe,Ath Madrid,A,5,3.3,1.8,4.75,3.3,1.83
22/09/2018,Real Madrid,Espanol,H,1.18,7,15,1.2,7,12
22/09/2018,Vallecano,Alaves,A,2.04,3.4,3.6,2.1,3.4,3.5
23/09/2018,Barcelona,Girona,D,1.08,11,21,1.07,11,26
23/09/2018,Betis,Ath Bilbao,D,2.14,3.3,3.6,2.2,3.4,3.2
23/09/2018,Levante,Sevilla,A,3.5,3.6,2.04,3.2,3.7,2.1
23/09/2018,Villarreal,Valencia,D,2.25,3.25,3.3,2.3,3.4,3
25/09/2018,Ath Madrid,Huesca,H,1.22,6,15,1.25,5.8,13
25/09/2018,Espanol,Eibar,H,1.9,3.3,4.5,1.95,3.3,4.2
25/09/2018,Sociedad,Vallecano,D,1.61,4,5.5,1.67,4,5
26/09/2018,Ath Bilbao,Villarreal,A,2.25,3.3,3.3,2.2,3.3,3.4
26/09/2018,Leganes,Barcelona,H,12,6,1.25,9.5,6,1.29
26/09/2018,Sevilla,Real Madrid,H,4.33,4.2,1.72,3.9,4.2,1.8
26/09/2018,Valencia,Celta,D,1.66,4,4.75,1.73,4.2,4.4
27/09/2018,Alaves,Getafe,D,2.8,3,2.75,2.8,3,2.8
27/09/2018,Girona,Betis,A,2.5,3.3,2.87,2.5,3.5,2.75
27/09/2018,Valladolid,Levante,H,2.04,3.5,3.6,2.1,3.5,3.5
28/09/2018,Vallecano,Espanol,D,2.8,3.3,2.6,2.75,3.3,2.6
29/09/2018,Barcelona,Ath Bilbao,D,1.16,7.5,17,1.15,8.5,15
29/09/2018,Eibar,Sevilla,A,3.3,3.4,2.2,3.2,3.4,2.25
29/09/2018,Real Madrid,Ath Madrid,D,2,3.5,3.75,2.1,3.5,3.4
29/09/2018,Sociedad,Valencia,A,2.2,3.4,3.2,2.38,3.4,3
30/09/2018,Betis,Leganes,H,1.64,3.8,5.5,1.7,3.7,5.25
30/09/2018,Huesca,Girona,D,2.5,3.3,2.9,2.5,3.3,2.9
30/09/2018,Levante,Alaves,H,2.14,3.5,3.3,2.2,3.4,3.3
30/09/2018,Villarreal,Valladolid,A,1.53,4,6.5,1.57,4,6
01/10/2018,Celta,Getafe,D,2,3.5,3.8,2.05,3.4,3.75
05/10/2018,Ath Bilbao,Sociedad,A,2.04,3.4,3.8,2.1,3.4,3.6
06/10/2018,Alaves,Real Madrid,H,9,4.75,1.36,7.5,5,1.4
06/10/2018,Getafe,Levante,A,1.72,3.6,5.25,1.75,3.5,5
06/10/2018,Girona,Eibar,A,2.1,3.2,3.8,2.15,3.3,3.6
06/10/2018,Leganes,Vallecano,H,2,3.3,4,2.1,3.25,3.75
07/10/2018,Ath Madrid,Betis,H,1.44,4,9,1.52,4,7
07/10/2018,Espanol,Villarreal,H,2.25,3.2,3.4,2.35,3.2,3.2
07/10/2018,Sevilla,Celta,H,1.53,4.33,6,1.57,4.5,5.25
07/10/2018,Valencia,Barcelona,D,4.75,4.2,1.64,4.5,4,1.73
07/10/2018,Valladolid,Huesca,H,1.9,3.5,4.2,1.95,3.5,4
19/10/2018,Celta,Alaves,A,1.66,4,5,1.73,3.8,4.8
20/10/2018,Barcelona,Sevilla,H,1.33,6,7.5,1.33,5.5,8
20/10/2018,Real Madrid,Levante,A,1.14,8.5,19,1.15,8.5,15
20/10/2018,Valencia,Leganes,D,1.5,4,7.5,1.57,3.9,6
20/10/2018,Villarreal,Ath Madrid,D,3.8,3.1,2.14,3.7,3.1,2.15
21/10/2018,Betis,Valladolid,A,1.61,3.8,6,1.62,3.75,5.8
21/10/2018,Eibar,Ath Bilbao,D,2.7,3.2,2.75,2.75,3.1,2.75
21/10/2018,Huesca,Espanol,A,3.5,3.3,2.14,3.5,3.5,2.1
21/10/2018,Vallecano,Getafe,A,2.9,3.3,2.5,2.9,3.2,2.55
22/10/2018,Sociedad,Girona,D,1.72,3.75,5,1.7,3.75,5
24/10/2018,Vallecano,Ath Bilbao,D,3.3,3.3,2.25,3.2,3.4,2.25
26/10/2018,Valladolid,Espanol,D,3.4,3.1,2.25,3.3,3.1,2.35
27/10/2018,Ath Bilbao,Valencia,D,2.5,3.3,2.87,2.6,3.25,2.8
27/10/2018,Ath Madrid,Sociedad,H,1.53,3.8,7.5,1.55,4,6.5
27/10/2018,Celta,Eibar,H,2.14,3.3,3.6,2.2,3.3,3.4
27/10/2018,Girona,Vallecano,H,1.85,3.5,4.5,1.91,3.6,4
27/10/2018,Levante,Leganes,H,2.1,3.25,3.75,2.15,3.3,3.5
28/10/2018,Alaves,Villarreal,H,3,3.2,2.5,3.1,3.2,2.4
28/10/2018,Barcelona,Real Madrid,H,1.95,3.8,3.6,2,3.7,3.6
28/10/2018,Getafe,Betis,H,2.4,3.1,3.25,2.4,3.1,3.2
28/10/2018,Sevilla,Huesca,H,1.22,6.5,13,1.25,5.8,12
03/11/2018,Leganes,Ath Madrid,D,5.75,3.4,1.72,5.25,3.3,1.8
03/11/2018,Real Madrid,Valladolid,H,1.16,8,15,1.18,7.5,13
03/11/2018,Valencia,Girona,A,1.5,4,7.5,1.5,4.2,7
03/11/2018,Vallecano,Barcelona,A,9.5,6,1.28,9,5.8,1.3
04/11/2018,Betis,Celta,D,1.8,3.8,4.5,1.83,3.8,4.2
04/11/2018,Eibar,Alaves,H,2.04,3.3,3.9,2.1,3.25,3.75
04/11/2018,Huesca,Getafe,D,3.6,3.3,2.1,3.5,3.2,2.2
04/11/2018,Sociedad,Sevilla,D,2.75,3.5,2.45,2.75,3.5,2.5
04/11/2018,Villarreal,Levante,D,1.55,4,6,1.62,4.2,5.25
05/11/2018,Espanol,Ath Bilbao,H,2,3.3,4,2,3.4,3.9
09/11/2018,Levante,Sociedad,A,2.62,3.4,2.62,2.63,3.3,2.7
